WBGT2 ,陸上競技場日なた
日         時      , 周囲温度,  湿球,  黒球,  WBGT,  湿度
2021-12-23 17:28:10,     08.5,  04.6,  04.3,    05,    48
2021-12-23 17:29:10,     08.5,  04.6,  04.2,    05,    48
2021-12-23 17:30:10,     08.5,  04.6,  04.2,    05,    48
2021-12-23 17:31:11,     08.5,  04.6,  04.2,    05,    48
2021-12-23 17:32:10,     08.5,  04.6,  04.2,    05,    48
2021-12-23 17:33:10,     08.5,  04.6,  04.2,    05,    48
2021-12-23 17:34:10,     08.6,  04.7,  04.3,    05,    48
2021-12-23 17:35:10,     08.6,  04.7,  04.3,    05,    48
2021-12-23 17:36:11,     08.6,  04.7,  04.3,    05,    48
2021-12-23 17:37:10,     08.4,  04.7,  04.5,    05,    50
2021-12-23 17:38:10,     08.4,  04.7,  04.5,    05,    50
2021-12-23 17:39:10,     08.2,  04.4,  04.4,    05,    49
2021-12-23 17:40:11,     08.2,  04.4,  04.4,    05,    49
